"사용일자","노선명","역명","승차총승객수","하차총승객수","등록일자"
"20240210","경춘선","춘천","1548","1171","20240213",""
"20240210","공항철도 1호선","서울역","12401","10433","20240213",""
"20240210","공항철도 1호선","공덕","1354","1808","20240213",""
"20240210","공항철도 1호선","홍대입구","7279","7612","20240213",""
"20240210","공항철도 1호선","디지털미디어시티","2747","2821","20240213",""
"20240210","공항철도 1호선","마곡나루(서울식물원)","1889","1964","20240213",""
"20240210","공항철도 1호선","김포공항","7663","4080","20240213",""
"20240210","공항철도 1호선","계양","4970","4734","20240213",""
"20240210","공항철도 1호선","검암","2969","2896","20240213",""
"20240210","공항철도 1호선","청라국제도시","2654","2452","20240213",""
"20240210","공항철도 1호선","운서","5674","6047","20240213",""
"20240210","공항철도 1호선","공항화물청사","768","777","20240213",""
"20240210","공항철도 1호선","인천공항1터미널","12934","11015","20240213",""
"20240210","공항철도 1호선","인천공항2터미널","5865","4664","20240213",""
"20240210","공항철도 1호선","영종","2284","2304","20240213",""
"20240210","과천선","선바위","1919","1722","20240213",""
"20240210","과천선","경마공원","289","290","20240213",""
"20240210","과천선","대공원","2925","2737","20240213",""
"20240210","과천선","과천","2422","2337","20240213",""
"20240210","과천선","정부과천청사","2238","2227","20240213",""
"20240210","과천선","인덕원","7074","7158","20240213",""
"20240210","과천선","평촌","3826","3756","20240213",""
"20240210","과천선","범계","7629","8114","20240213",""
"20240210","분당선","선릉","1233","1881","20240213",""
"20240210","분당선","한티","4886","4721","20240213",""
"20240210","분당선","도곡","1545","1484","20240213",""
"20240210","분당선","구룡","808","737","20240213",""
"20240210","분당선","개포동","1257","1297","20240213",""
"20240210","분당선","대모산입구","1820","1681","20240213",""
"20240210","분당선","수서","6550","6383","20240213",""
"20240210","분당선","복정","4","0","20240213",""
"20240210","분당선","수원","5019","4351","20240213",""
"20240210","분당선","서울숲","3059","2955","20240213",""
"20240210","분당선","압구정로데오","3226","4282","20240213",""
"20240210","분당선","강남구청","1154","1402","20240213",""
"20240210","분당선","선정릉","904","893","20240213",""
"20240210","분당선","가천대","2200","2527","20240213",""
"20240210","분당선","태평","6014","5642","20240213",""
"20240210","분당선","모란","7076","7329","20240213",""
"20240210","분당선","야탑","7918","7861","20240213",""
"20240210","분당선","서현","6124","6330","20240213",""
"20240210","분당선","수내","2672","2694","20240213",""
"20240210","분당선","정자","3813","4064","20240213",""
"20240210","분당선","미금","3971","4187","20240213",""
"20240210","분당선","이매","1858","1987","20240213",""
"20240210","분당선","보정","714","704","20240213",""
"20240210","분당선","죽전","3554","4124","20240213",""
"20240210","분당선","구성","1630","1663","20240213",""
"20240210","분당선","신갈","1321","1321","20240213",""
"20240210","분당선","기흥","3487","3119","20240213",""
"20240210","분당선","상갈","1990","2028","20240213",""
"20240210","분당선","청명","1402","1305","20240213",""
"20240210","분당선","영통","2687","2774","20240213",""
"20240210","분당선","망포","4270","4050","20240213",""
"20240210","분당선","매탄권선","1928","1842","20240213",""
"20240210","분당선","수원시청","4230","4998","20240213",""
"20240210","분당선","매교","1726","1697","20240213",""
"20240210","서해선","김포공항","2338","2671","20240213",""
"20240210","서해선","원종","2550","2515","20240213",""
"20240210","서해선","부천종합운동장","918","765","20240213",""
"20240210","수인선","고색","1488","1543","20240213",""
"20240210","수인선","오목천","1752","1512","20240213",""
"20240210","수인선","어천","1064","920","20240213",""
"20240210","수인선","야목","231","206","20240213",""
"20240210","수인선","사리","2386","1923","20240213",""
"20240210","수인선","달월","48","36","20240213",""
"20240210","수인선","월곶","1119","1027","20240213",""
"20240210","수인선","소래포구","2803","2728","20240213",""
"20240210","수인선","인천논현","1951","2140","20240213",""
"20240210","수인선","호구포","1544","1646","20240213",""
"20240210","수인선","남동인더스파크","762","668","20240213",""
"20240210","수인선","원인재","2248","2341","20240213",""
"20240210","수인선","연수","2242","2240","20240213",""
"20240210","수인선","송도","1183","1140","20240213",""
"20240210","수인선","인하대","2102","2085","20240213",""
"20240210","수인선","숭의","1691","1485","20240213",""
"20240210","수인선","신포","799","767","20240213",""
"20240210","수인선","인천","1242","1930","20240213",""
"20240210","신림선","샛강","490","591","20240213",""
"20240210","신림선","대방","1068","716","20240213",""
"20240210","신림선","서울지방병무청","956","1071","20240213",""
"20240210","신림선","보라매","1115","1067","20240213",""
"20240210","신림선","보라매공원","624","715","20240213",""
"20240210","신림선","보라매병원","1362","1355","20240213",""
"20240210","신림선","당곡","1615","1611","20240213",""
"20240210","신림선","신림","644","921","20240213",""
"20240210","신림선","서원","1441","1430","20240213",""
"20240210","신림선","서울대벤처타운","4173","3912","20240213",""
"20240210","신림선","관악산(서울대)","1432","1341","20240213",""
"20240210","안산선","산본","5630","6027","20240213",""
"20240210","안산선","대야미","2003","1725","20240213",""
"20240210","안산선","반월","1942","1757","20240213",""
"20240210","안산선","상록수","7509","7471","20240213",""
"20240210","안산선","한대앞","4238","4145","20240213",""
"20240210","안산선","중앙","9062","10167","20240213",""
"20240210","안산선","고잔","3425","3270","20240213",""
"20240210","안산선","초지","2305","2176","20240213",""
"20240210","안산선","안산","14807","15262","20240213",""
"20240210","안산선","신길온천","1239","1090","20240213",""
"20240210","안산선","정왕","5928","6205","20240213",""
"20240210","안산선","오이도","4684","4663","20240213",""
"20240210","안산선","수리산","1502","1290","20240213",""
"20240210","우이신설선","북한산우이","2770","2743","20240213",""
"20240210","우이신설선","솔밭공원","1354","1302","20240213",""
"20240210","우이신설선","4.19민주묘지","1379","1276","20240213",""
"20240210","우이신설선","가오리","2249","2155","20240213",""
"20240210","우이신설선","화계","1826","1813","20240213",""
"20240210","우이신설선","삼양","984","1033","20240213",""
"20240210","우이신설선","삼양사거리","1268","1227","20240213",""
"20240210","우이신설선","솔샘","2499","2387","20240213",""
"20240210","우이신설선","북한산보국문","3036","2697","20240213",""
"20240210","우이신설선","정릉","2253","1972","20240213",""
"20240210","우이신설선","성신여대입구(돈암)","1313","1638","20240213",""
"20240210","우이신설선","보문","862","869","20240213",""
"20240210","우이신설선","신설동","775","701","20240213",""
"20240210","일산선","원흥","4015","3828","20240213",""
"20240210","일산선","지축","2","0","20240213",""
"20240210","일산선","삼송","9313","8906","20240213",""
"20240210","일산선","원당","4437","4256","20240213",""
"20240210","일산선","화정","5984","6287","20240213",""
"20240210","일산선","대곡","1172","911","20240213",""
"20240210","일산선","백석","3820","3720","20240213",""
"20240210","일산선","마두","2290","2341","20240213",""
"20240210","일산선","정발산","2918","2937","20240213",""
"20240210","일산선","주엽","3297","3366","20240213",""
"20240210","일산선","대화","4262","4021","20240213",""
"20240210","장항선","봉명","533","476","20240213",""
"20240210","장항선","쌍용(나사렛대)","1224","1091","20240213",""
"20240210","장항선","아산","2489","2066","20240213",""
"20240210","장항선","탕정","645","599","20240213",""
"20240210","장항선","배방","744","688","20240213",""
"20240210","장항선","온양온천","3601","3432","20240213",""
"20240210","장항선","신창(순천향대)","1228","895","20240213",""
"20240210","중앙선","회기","9564","9277","20240213",""
"20240210","중앙선","중랑","2602","2564","20240213",""
"20240210","중앙선","상봉","3220","3080","20240213",""
"20240210","중앙선","망우","3657","3703","20240213",""
"20240210","중앙선","양원","1074","987","20240213",""
"20240210","중앙선","구리","5116","5349","20240213",""
"20240210","중앙선","도농","4017","3821","20240213",""
"20240210","중앙선","양정","231","162","20240213",""
"20240210","중앙선","덕소","2355","2349","20240213",""
"20240210","중앙선","도심","827","706","20240213",""
"20240210","중앙선","팔당","670","688","20240213",""
"20240210","중앙선","운길산","454","449","20240213",""
"20240210","중앙선","양수","1198","1118","20240213",""
"20240210","중앙선","신원","110","116","20240213",""
"20240210","중앙선","국수","443","399","20240213",""
"20240210","중앙선","아신","505","482","20240213",""
"20240210","중앙선","오빈","168","173","20240213",""
"20240210","중앙선","양평","2282","2222","20240213",""
"20240210","중앙선","원덕","382","306","20240213",""
"20240210","중앙선","용문","1996","1868","20240213",""
"20240210","중앙선","지평","63","63","20240213",""
"20240211","1호선","서울역","37676","29107","20240214",""
"20240211","중앙선","용문","1888","1386","20240214",""
"20240211","중앙선","원덕","335","205","20240214",""
"20240211","중앙선","양평","2498","2013","20240214",""
"20240211","중앙선","오빈","215","175","20240214",""
"20240211","중앙선","아신","532","425","20240214",""
"20240211","중앙선","국수","438","365","20240214",""
"20240211","중앙선","신원","164","153","20240214",""
"20240211","중앙선","양수","1493","1241","20240214",""
"20240211","중앙선","운길산","648","645","20240214",""
"20240211","중앙선","팔당","928","942","20240214",""
"20240211","중앙선","도심","1134","919","20240214",""
"20240211","중앙선","덕소","3071","2933","20240214",""
"20240211","중앙선","양정","266","244","20240214",""
"20240211","중앙선","도농","5006","4928","20240214",""
"20240211","중앙선","구리","6800","7022","20240214",""
"20240211","중앙선","양원","1290","1347","20240214",""
"20240211","중앙선","망우","4132","4188","20240214",""
"20240211","중앙선","상봉","3557","3495","20240214",""
"20240211","중앙선","중랑","2888","2978","20240214",""
"20240211","중앙선","회기","11525","12580","20240214",""
"20240211","장항선","신창(순천향대)","1108","833","20240214",""
"20240211","장항선","온양온천","4614","4274","20240214",""
"20240211","장항선","배방","893","778","20240214",""
"20240211","장항선","탕정","840","827","20240214",""
"20240211","장항선","아산","3264","2264","20240214",""
"20240211","장항선","쌍용(나사렛대)","1411","1317","20240214",""
"20240211","장항선","봉명","528","531","20240214",""
"20240211","일산선","대화","5702","5048","20240214",""
"20240211","일산선","주엽","4547","4616","20240214",""
"20240211","일산선","정발산","4501","4891","20240214",""
"20240211","일산선","마두","3121","3081","20240214",""
"20240211","일산선","백석","5539","5508","20240214",""
"20240211","일산선","대곡","1416","1160","20240214",""
"20240211","일산선","화정","8998","9654","20240214",""
"20240211","일산선","원당","5693","5326","20240214",""
"20240211","일산선","삼송","11601","11021","20240214",""
"20240211","일산선","지축","2","0","20240214",""
"20240211","일산선","원흥","5070","5065","20240214",""
"20240211","우이신설선","신설동","1141","1014","20240214",""
"20240211","우이신설선","보문","880","934","20240214",""
"20240211","우이신설선","성신여대입구(돈암)","1883","2322","20240214",""
"20240211","우이신설선","정릉","2554","2128","20240214",""
"20240211","우이신설선","북한산보국문","3358","3094","20240214",""
"20240211","우이신설선","솔샘","2691","2507","20240214",""
"20240211","우이신설선","삼양사거리","1402","1405","20240214",""
"20240211","우이신설선","삼양","1074","1088","20240214",""
"20240211","우이신설선","화계","2014","1847","20240214",""
"20240211","우이신설선","가오리","2292","2133","20240214",""
"20240211","우이신설선","4.19민주묘지","1645","1428","20240214",""
"20240211","우이신설선","솔밭공원","1386","1347","20240214",""
"20240211","우이신설선","북한산우이","2904","2938","20240214",""
"20240211","안산선","수리산","1913","1714","20240214",""
"20240211","안산선","오이도","6078","5827","20240214",""
"20240211","안산선","정왕","6372","6854","20240214",""
"20240211","안산선","신길온천","1487","1308","20240214",""
"20240211","안산선","안산","14620","13742","20240214",""
"20240211","안산선","초지","2709","2530","20240214",""
"20240211","안산선","고잔","4413","4097","20240214",""
"20240211","안산선","중앙","12462","12485","20240214",""
"20240211","안산선","한대앞","4998","4792","20240214",""
"20240211","안산선","상록수","8982","8471","20240214",""
"20240211","안산선","반월","2493","2188","20240214",""
"20240211","안산선","대야미","2698","2398","20240214",""
"20240211","안산선","산본","8407","9193","20240214",""
"20240211","신림선","관악산(서울대)","2312","2597","20240214",""
"20240211","신림선","서울대벤처타운","4699","4918","20240214",""
"20240211","신림선","서원","1764","1788","20240214",""
"20240211","신림선","신림","885","1537","20240214",""
"20240211","신림선","당곡","2190","2377","20240214",""
"20240211","신림선","보라매병원","2013","2107","20240214",""
"20240211","신림선","보라매공원","821","939","20240214",""
"20240211","신림선","보라매","1612","1601","20240214",""
"20240211","신림선","서울지방병무청","1310","1536","20240214",""
"20240211","신림선","대방","1207","1033","20240214",""
"20240211","신림선","샛강","640","763","20240214",""
"20240211","수인선","인천","1404","2230","20240214",""
"20240211","수인선","신포","1336","1302","20240214",""
"20240211","수인선","숭의","2095","1859","20240214",""
"20240211","수인선","인하대","2805","2650","20240214",""
"20240211","수인선","송도","1529","1423","20240214",""
"20240211","수인선","연수","2828","2913","20240214",""
"20240211","수인선","원인재","2742","2844","20240214",""
"20240211","수인선","남동인더스파크","528","567","20240214",""
"20240211","수인선","호구포","1823","1824","20240214",""
"20240211","수인선","인천논현","2805","2883","20240214",""
"20240211","수인선","소래포구","3752","3647","20240214",""
"20240211","수인선","월곶","1601","1463","20240214",""
"20240211","수인선","달월","63","65","20240214",""
"20240211","수인선","사리","2889","2416","20240214",""
"20240211","수인선","야목","231","170","20240214",""
"20240211","수인선","어천","1015","1014","20240214",""
"20240211","수인선","오목천","2117","1891","20240214",""
"20240211","수인선","고색","1878","1864","20240214",""
"20240211","서해선","부천종합운동장","1132","879","20240214",""
"20240211","서해선","원종","2889","2768","20240214",""
"20240211","서해선","김포공항","3161","3180","20240214",""
"20240211","분당선","매교","2262","2229","20240214",""
"20240211","분당선","수원시청","5768","7347","20240214",""
"20240211","분당선","매탄권선","2491","2490","20240214",""
"20240211","분당선","망포","5846","5961","20240214",""
"20240211","분당선","영통","3600","4004","20240214",""
"20240211","분당선","청명","1922","2002","20240214",""
"20240211","분당선","상갈","2626","2541","20240214",""
"20240211","분당선","기흥","4675","4115","20240214",""
"20240211","분당선","신갈","1854","1807","20240214",""
"20240211","분당선","구성","2121","2163","20240214",""
"20240211","분당선","죽전","6242","7319","20240214",""
"20240211","분당선","보정","1081","1023","20240214",""
"20240211","분당선","이매","2968","3129","20240214",""
"20240211","분당선","오리","4334","3828","20240214",""
"20240211","분당선","미금","6194","6491","20240214",""
"20240211","분당선","정자","5907","6710","20240214",""
"20240211","분당선","수내","4051","4269","20240214",""
"20240211","분당선","서현","11395","11938","20240214",""
"20240211","분당선","야탑","12242","11698","20240214",""
"20240211","분당선","모란","9302","10403","20240214",""
"20240211","분당선","태평","7176","6811","20240214",""
"20240211","분당선","가천대","2707","3115","20240214",""
"20240211","분당선","선정릉","1283","1341","20240214",""
"20240211","분당선","강남구청","1905","2220","20240214",""
"20240211","분당선","압구정로데오","6084","7563","20240214",""
"20240211","분당선","서울숲","5100","5368","20240214",""
"20240211","분당선","수원","6875","5523","20240214",""
"20240211","분당선","복정","5","0","20240214",""
"20240211","분당선","수서","8807","6432","20240214",""
"20240211","분당선","대모산입구","2415","2425","20240214",""
"20240211","분당선","개포동","2033","2070","20240214",""
"20240211","분당선","구룡","1186","1208","20240214",""
"20240211","분당선","도곡","2402","2346","20240214",""
"20240211","분당선","한티","7483","7363","20240214",""
"20240211","분당선","선릉","1669","2875","20240214",""
"20240211","과천선","범계","13772","13963","20240214",""
"20240211","과천선","평촌","5617","5461","20240214",""
"20240211","과천선","인덕원","10216","10085","20240214",""
"20240211","과천선","정부과천청사","3598","3759","20240214",""
"20240211","과천선","과천","3392","3086","20240214",""
"20240211","과천선","대공원","4098","4002","20240214",""
"20240211","과천선","경마공원","440","391","20240214",""
"20240211","과천선","선바위","2806","2443","20240214",""
"20240211","공항철도 1호선","영종","2549","2648","20240214",""
"20240211","공항철도 1호선","인천공항2터미널","5654","4432","20240214",""
"20240211","공항철도 1호선","인천공항1터미널","12708","10477","20240214",""
"20240211","공항철도 1호선","공항화물청사","781","826","20240214",""
"20240211","공항철도 1호선","운서","6026","7051","20240214",""
"20240211","공항철도 1호선","청라국제도시","3316","3535","20240214",""
"20240211","공항철도 1호선","검암","3456","3519","20240214",""
"20240211","공항철도 1호선","계양","6113","5990","20240214",""
"20240211","공항철도 1호선","김포공항","8732","4118","20240214",""
"20240211","공항철도 1호선","마곡나루(서울식물원)","3225","3680","20240214",""
"20240211","공항철도 1호선","디지털미디어시티","3273","3615","20240214",""
"20240211","공항철도 1호선","홍대입구","11700","12054","20240214",""
"20240211","공항철도 1호선","공덕","1567","2342","20240214",""
"20240211","공항철도 1호선","서울역","13302","8987","20240214",""
"20240211","경춘선","춘천","1911","1268","20240214",""
"20240211","경춘선","남춘천","2408","2306","20240214",""
"20240211","경춘선","김유정","437","408","20240214",""
"20240211","경춘선","강촌","436","352","20240214",""
"20240211","경춘선","백양리","405","360","20240214",""
"20240211","경춘선","굴봉산","154","143","20240214",""
"20240211","경춘선","가평","1688","1569","20240214",""
"20240211","경춘선","상천","198","153","20240214",""
"20240211","경춘선","청평","1391","1082","20240214",""
"20240211","경춘선","대성리","365","288","20240214",""
"20240211","경춘선","마석","2185","2145","20240214",""
"20240211","경춘선","천마산","1014","833","20240214",""
"20240211","경춘선","평내호평","3059","2811","20240214",""
"20240211","경춘선","금곡","815","705","20240214",""
"20240211","경춘선","사릉","1069","965","20240214",""
"20240211","경춘선","퇴계원","1756","1539","20240214",""
"20240211","경춘선","별내","1531","1471","20240214",""
"20240211","경춘선","갈매","1302","1170","20240214",""
"20240211","경춘선","신내","1096","1016","20240214",""
"20240211","경인선","도화","2435","2193","20240214",""
"20240211","경인선","중동","4771","4272","20240214",""
"20240211","경인선","온수(성공회대입구)","3616","3253","20240214",""
"20240211","경인선","도원","1685","1627","20240214",""
"20240211","경인선","간석","3295","2965","20240214",""
"20240211","경인선","부개","4801","4299","20240214",""
"20240211","경인선","소사","4582","4220","20240214",""
"20240211","경인선","구일","2750","2846","20240214",""
"20240211","경인선","인천","4924","4270","20240214",""
"20240211","경인선","동인천","9527","8923","20240214",""
"20240211","경인선","제물포","5394","4999","20240214",""
"20240211","경인선","주안","11781","10440","20240214",""
"20240211","경인선","동암","10054","9633","20240214",""
"20240211","경인선","백운","4250","3912","20240214",""
"20240211","경인선","부평","24415","24663","20240214",""
"20240211","경인선","송내","11952","11087","20240214",""
"20240211","경인선","부천","20307","20798","20240214",""
"20240211","경인선","역곡","13119","13283","20240214",""
"20240211","경인선","오류동","5867","5900","20240214",""
"20240211","경인선","개봉","11407","11174","20240214",""
"20240211","경의선","운천","6","5","20240214",""
"20240211","경의선","임진강","68","37","20240214",""
"20240211","경의선","문산","3914","3646","20240214",""
"20240211","경의선","파주","793","676","20240214",""
"20240211","경의선","월롱","727","932","20240214",""
"20240211","경의선","금촌","4769","5030","20240214",""
"20240211","경의선","금릉","3170","3003","20240214",""
"20240211","경의선","운정","3734","3487","20240214",""
"20240211","경의선","야당","5487","6059","20240214",""
"20240211","경의선","탄현","4204","3996","20240214",""
"20240211","경의선","일산","5453","5081","20240214",""
"20240211","경의선","풍산","3706","3415","20240214",""
"20240211","경의선","백마","3468","3302","20240214",""
"20240211","경의선","곡산","304","282","20240214",""
"20240211","경의선","능곡","2456","2452","20240214",""
"20240211","경의선","행신","4567","4365","20240214",""
"20240211","경의선","강매","1451","1314","20240214",""
"20240211","경의선","한국항공대","731","694","20240214",""
"20240211","경의선","수색","1110","1155","20240214",""
"20240211","경의선","디지털미디어시티","1442","1286","20240214",""
"20240211","경의선","가좌","2640","3050","20240214",""
"20240211","경의선","홍대입구","1574","2325","20240214",""
"20240211","경의선","서강대","1026","1188","20240214",""
"20240211","경의선","공덕","2173","1691","20240214",""
"20240211","경의선","효창공원앞","1138","1462","20240214",""
"20240211","경의선","신촌","264","263","20240214",""
"20240211","경의선","서울역","1316","1012","20240214",""
"20240211","경원선","연천","1490","1375","20240214",""
"20240211","경원선","전곡","1390","1067","20240214",""
"20240211","경원선","청산","116","84","20240214",""
"20240211","경원선","소요산","1932","1889","20240214",""
"20240211","경원선","동두천","1128","1137","20240214",""
"20240211","경원선","보산","1324","1230","20240214",""
"20240211","경원선","동두천중앙","2155","1924","20240214",""
"20240211","경원선","지행","4664","4515","20240214",""
"20240211","경원선","덕정","3527","3267","20240214",""
"20240211","경원선","덕계","2891","2476","20240214",""
"20240211","경원선","양주","5231","4648","20240214",""
"20240211","경원선","녹양","2671","2315","20240214",""
"20240211","경원선","가능","3729","3439","20240214",""
"20240211","경원선","의정부","13736","14893","20240214",""
"20240211","경원선","회룡","6991","6764","20240214",""
"20240211","경원선","망월사","3849","3895","20240214",""
"20240211","경원선","도봉산","7226","4969","20240214",""
"20240211","경원선","도봉","3257","3013","20240214",""
"20240211","경원선","방학","5586","5502","20240214",""
"20240211","경원선","창동","3","0","20240214",""
"20240211","경원선","녹천","2169","1963","20240214",""
"20240211","경원선","월계","3300","3115","20240214",""
"20240211","경원선","광운대","3885","3864","20240214",""
"20240211","경원선","석계","4180","4940","20240214",""
"20240211","경원선","신이문","4408","4164","20240214",""
"20240211","경원선","외대앞","3919","4100","20240214",""
"20240211","경원선","청량리(서울시립대입구)","15938","12643","20240214",""
"20240211","경원선","왕십리(성동구청)","8506","9476","20240214",""
"20240211","경원선","응봉","1026","998","20240214",""
"20240211","경원선","옥수","89","51","20240214",""
"20240211","경원선","한남","1604","1579","20240214",""
"20240211","경원선","서빙고","1553","1734","20240214",""
"20240211","경원선","이촌(국립중앙박물관)","2215","1833","20240214",""
"20240211","경부선","광명","3274","1931","20240214",""
"20240211","경부선","서동탄","1007","960","20240214",""
"20240211","경부선","당정","3094","2928","20240214",""
"20240211","경부선","천안","7714","6833","20240214",""
"20240211","경부선","두정","4249","4757","20240214",""
"20240211","경부선","직산","715","609","20240214",""
"20240211","경부선","성환","3095","3107","20240214",""
"20240211","경부선","평택","13533","13012","20240214",""
"20240211","경부선","평택지제","2943","2527","20240214",""
"20240211","경부선","서정리","4870","5558","20240214",""
"20240211","경부선","송탄","3639","3990","20240214",""
"20240211","경부선","진위","930","845","20240214",""
"20240211","경부선","오산","9096","9009","20240214",""
"20240211","경부선","오산대","2322","2183","20240214",""
"20240211","경부선","세마","1905","1769","20240214",""
"20240211","경부선","병점","9730","10507","20240214",""
"20240211","경부선","세류","2527","2358","20240214",""
"20240211","경부선","독산","5463","6058","20240214",""
"20240211","경부선","수원","41879","41879","20240214",""
"20240211","경부선","화서","20255","19244","20240214",""
"20240211","경부선","성균관대","7401","8121","20240214",""
"20240211","경부선","의왕","4088","3957","20240214",""
"20240211","경부선","군포","2890","2795","20240214",""
"20240211","경부선","금정","14587","14547","20240214",""
"20240211","경부선","명학","2775","2672","20240214",""
"20240211","경부선","안양","12491","12411","20240214",""
"20240211","경부선","관악","4526","4092","20240214",""
"20240211","경부선","석수","4477","4042","20240214",""
"20240211","경부선","금천구청","5820","5954","20240214",""
"20240211","경부선","가산디지털단지","4660","6665","20240214",""
"20240211","경부선","구로","9546","10065","20240214",""
"20240211","경부선","신길","4071","3939","20240214",""
"20240211","경부선","신도림","1948","2083","20240214",""
"20240211","경부선","영등포","34471","34398","20240214",""
"20240211","경부선","대방","3881","4739","20240214",""
"20240211","경부선","노량진","5356","5745","20240214",""
"20240211","경부선","용산","42808","33275","20240214",""
"20240211","경부선","남영","3999","4663","20240214",""
"20240211","경부선","서울역","11314","2093","20240214",""
"20240211","경강선","여주","2850","2078","20240214",""
"20240211","경강선","세종대왕릉","384","294","20240214",""
"20240211","경강선","부발","1520","1345","20240214",""
"20240211","경강선","이천","2673","2672","20240214",""
"20240211","경강선","신둔도예촌","1094","852","20240214",""
"20240211","경강선","곤지암","2034","1961","20240214",""
"20240211","경강선","초월","1947","1686","20240214",""
"20240211","경강선","경기광주","4246","4087","20240214",""
"20240211","경강선","삼동","1082","983","20240214",""
"20240211","경강선","이매","760","548","20240214",""
"20240211","경강선","판교","3576","3017","20240214",""
"20240211","9호선2~3단계","중앙보훈병원","3513","3308","20240214",""
"20240211","9호선2~3단계","둔촌오륜","519","539","20240214",""
"20240211","9호선2~3단계","올림픽공원(한국체대)","2682","2831","20240214",""
"20240211","9호선2~3단계","한성백제","1245","1263","20240214",""
"20240211","9호선2~3단계","송파나루","2367","2837","20240214",""
"20240211","9호선2~3단계","석촌","4091","3881","20240214",""
"20240211","9호선2~3단계","석촌고분","2742","3088","20240214",""
"20240211","9호선2~3단계","삼전","3062","3392","20240214",""
"20240211","9호선2~3단계","종합운동장","2284","2321","20240214",""
"20240211","9호선2~3단계","봉은사","9024","9415","20240214",""
"20240211","9호선2~3단계","삼성중앙","1686","1785","20240214",""
"20240211","9호선2~3단계","선정릉","1970","2504","20240214",""
"20240211","9호선2~3단계","언주","2295","2578","20240214",""
"20240211","9호선","신논현","12531","13509","20240214",""
"20240211","9호선","사평","1509","1624","20240214",""
"20240211","9호선","고속터미널","13747","12710","20240214",""
"20240211","9호선","신반포","1833","1790","20240214",""
"20240211","9호선","구반포","310","303","20240214",""
"20240211","9호선","동작(현충원)","1701","1577","20240214",""
"20240211","9호선","흑석(중앙대입구)","3336","3509","20240214",""
"20240211","9호선","노들","2253","2056","20240214",""
"20240211","9호선","노량진","11700","13389","20240214",""
"20240211","9호선","샛강","1498","1461","20240214",""
"20240211","9호선","여의도","9966","9184","20240214",""
"20240211","9호선","국회의사당","4146","3979","20240214",""
"20240211","9호선","당산","6799","7781","20240214",""
"20240211","9호선","선유도","2241","2438","20240214",""
"20240211","9호선","신목동","1658","1622","20240214",""
"20240211","9호선","염창","7520","8289","20240214",""
"20240211","9호선","등촌","4550","5024","20240214",""
"20240211","9호선","증미","2064","2297","20240214",""
"20240211","9호선","가양","9123","9686","20240214",""
"20240211","9호선","양천향교","3429","4022","20240214",""
"20240211","9호선","마곡나루(서울식물원)","4792","5498","20240214",""
"20240211","9호선","신방화","3277","3438","20240214",""
"20240211","9호선","공항시장","1645","1814","20240214",""
"20240211","9호선","김포공항","6406","8473","20240214",""
"20240211","9호선","개화","1134","1003","20240214",""
"20240211","8호선","남위례","2911","2894","20240214",""
"20240211","8호선","모란","2606","2372","20240214",""
"20240211","8호선","수진","2798","2661","20240214",""
"20240211","8호선","신흥","2811","2988","20240214",""
"20240211","8호선","단대오거리","5526","5404","20240214",""
"20240211","8호선","남한산성입구(성남법원.검찰청)","6121","5429","20240214",""
"20240211","8호선","산성","3142","3186","20240214",""
"20240211","8호선","복정","3950","3617","20240214",""
"20240211","8호선","장지","7818","7403","20240214",""
"20240211","8호선","문정","3603","4118","20240214",""
"20240211","8호선","가락시장","2743","3085","20240214",""
"20240211","8호선","송파","3873","3960","20240214",""
"20240211","8호선","석촌","3489","4784","20240214",""
"20240211","8호선","잠실(송파구청)","11661","12799","20240214",""
"20240211","8호선","몽촌토성(평화의문)","2603","3061","20240214",""
"20240211","8호선","강동구청","4030","4166","20240214",""
"20240211","8호선","천호(풍납토성)","7285","8904","20240214",""
"20240211","8호선","암사","7644","7377","20240214",""
"20240211","7호선","온수(성공회대입구)","3642","3542","20240214",""
"20240211","7호선","천왕","4464","4269","20240214",""
"20240211","7호선","광명사거리","10489","10084","20240214",""
"20240211","7호선","철산","9232","9374","20240214",""
"20240211","7호선","가산디지털단지","8861","9123","20240214",""
"20240211","7호선","남구로","6519","6843","20240214",""
"20240211","7호선","대림(구로구청)","8443","8731","20240214",""
"20240211","7호선","신풍","5122","5091","20240214",""
"20240211","7호선","보라매","2788","3091","20240214",""
"20240211","7호선","신대방삼거리","6018","6717","20240214",""
"20240211","7호선","장승배기","3675","3949","20240214",""
"20240211","7호선","상도","4295","4735","20240214",""
"20240211","7호선","숭실대입구(살피재)","4686","5360","20240214",""
"20240211","7호선","남성","4710","5074","20240214",""
"20240211","7호선","이수","6865","7095","20240214",""
"20240211","7호선","내방","3884","4211","20240214",""
"20240211","7호선","고속터미널","20448","6660","20240214",""
"20240211","7호선","반포","2686","2346","20240214",""
"20240211","7호선","논현","4001","4739","20240214",""
"20240211","7호선","학동","3351","3752","20240214",""
"20240211","7호선","강남구청","2911","3280","20240214",""
"20240211","7호선","청담","3954","4283","20240214",""
"20240211","7호선","뚝섬유원지","4751","4717","20240214",""
"20240211","7호선","건대입구","6340","6971","20240214",""
"20240211","7호선","어린이대공원(세종대)","5418","6297","20240214",""
"20240211","7호선","군자(능동)","6548","5855","20240214",""
"20240211","7호선","중곡","4756","4769","20240214",""
"20240211","7호선","용마산(용마폭포공원)","2940","3256","20240214",""
"20240211","7호선","사가정","7920","8123","20240214",""
